location,date,cases,deaths
Addis Ababa,2020-08-21,,12
Addis Ababa,2020-08-22,,18
Addis Ababa,2020-08-23,,13
Addis Ababa,2020-08-24,,13
Addis Ababa,2020-08-25,,17
Addis Ababa,2020-08-26,,15
Addis Ababa,2020-08-27,,17
Addis Ababa,2020-08-28,,
Addis Ababa,2020-08-29,,12
Addis Ababa,2020-08-30,,21
Addis Ababa,2020-08-31,,13
Addis Ababa,2020-09-01,,
Addis Ababa,2020-09-02,,16
Addis Ababa,2020-09-03,,6
Nairobi,2020-03-26,1,1
Nairobi,2020-03-27,0,0
Nairobi,2020-03-28,0,0
Nairobi,2020-03-29,0,0
Nairobi,2020-03-30,0,0
Nairobi,2020-03-31,0,0
Nairobi,2020-04-01,24,2
Nairobi,2020-04-02,13,1
Nairobi,2020-04-03,0,0
Nairobi,2020-04-04,0,0
Nairobi,2020-04-05,0,0
Nairobi,2020-04-06,0,0
Nairobi,2020-04-07,6,1
Nairobi,2020-04-08,0,0
Nairobi,2020-04-09,0,0
Nairobi,2020-04-10,0,0
Nairobi,2020-04-11,0,0
Nairobi,2020-04-12,6,1
Nairobi,2020-04-13,0,0
Nairobi,2020-04-14,5,1
Nairobi,2020-04-15,8,1
Nairobi,2020-04-16,0,0
Nairobi,2020-04-17,0,0
Nairobi,2020-04-18,0,0
Nairobi,2020-04-19,0,0
Nairobi,2020-04-20,0,0
Nairobi,2020-04-21,0,0
Nairobi,2020-04-22,0,0
Nairobi,2020-04-23,0,0
Nairobi,2020-04-24,0,0
Nairobi,2020-04-25,0,0
Nairobi,2020-04-26,0,0
Nairobi,2020-04-27,0,0
Nairobi,2020-04-28,0,0
Nairobi,2020-04-29,0,0
Nairobi,2020-04-30,0,0
Nairobi,2020-05-01,0,0
Nairobi,2020-05-02,0,0
Nairobi,2020-05-03,0,0
Nairobi,2020-05-04,0,0
Nairobi,2020-05-05,11,1
Nairobi,2020-05-06,17,1
Nairobi,2020-05-07,0,0
Nairobi,2020-05-08,8,2
Nairobi,2020-05-09,0,0
Nairobi,2020-05-10,8,2
Nairobi,2020-05-11,0,0
Nairobi,2020-05-12,0,0
Nairobi,2020-05-13,5,1
Nairobi,2020-05-14,10,1
Nairobi,2020-05-15,30,1
Nairobi,2020-05-16,0,0
Nairobi,2020-05-17,0,0
Nairobi,2020-05-18,0,0
Nairobi,2020-05-19,0,0
Nairobi,2020-05-20,0,0
Nairobi,2020-05-21,0,0
Nairobi,2020-05-22,0,0
Nairobi,2020-05-23,8,1
Nairobi,2020-05-24,52,1
Nairobi,2020-05-25,26,3
Nairobi,2020-05-26,0,0
Nairobi,2020-05-27,92,1
Nairobi,2020-05-28,78,2
Nairobi,2020-05-29,0,0
Nairobi,2020-05-30,0,0
Nairobi,2020-05-31,29,2
Nairobi,2020-06-01,0,0
Nairobi,2020-06-02,42,3
Nairobi,2020-06-03,0,0
Nairobi,2020-06-04,0,0
Nairobi,2020-06-05,0,0
Nairobi,2020-06-06,57,1
Nairobi,2020-06-07,14,1
Nairobi,2020-06-08,57,1
Nairobi,2020-06-09,45,3
Nairobi,2020-06-10,49,2
Nairobi,2020-06-11,0,0
Nairobi,2020-06-12,64,2
Nairobi,2020-06-13,93,1
Nairobi,2020-06-14,53,1
Nairobi,2020-06-15,85,1
Nairobi,2020-06-16,113,3
Nairobi,2020-06-17,136,3
Nairobi,2020-06-18,51,1
Nairobi,2020-06-19,61,2
Nairobi,2020-06-20,156,1
Nairobi,2020-06-21,0,0
Nairobi,2020-06-22,104,3
Nairobi,2020-06-23,132,4
Nairobi,2020-06-24,99,1
Nairobi,2020-06-25,70,2
Nairobi,2020-06-26,171,1
Nairobi,2020-06-27,130,2
Nairobi,2020-06-28,68,3
Nairobi,2020-06-29,103,3
Nairobi,2020-06-30,153,1
Nairobi,2020-07-01,0,0
Nairobi,2020-07-02,155,3
Nairobi,2020-07-03,278,5
Nairobi,2020-07-04,221,2
Nairobi,2020-07-05,132,3
Nairobi,2020-07-06,101,2
Nairobi,2020-07-07,136,6
Nairobi,2020-07-08,317,5
Nairobi,2020-07-09,321,8
Nairobi,2020-07-10,0,0
Nairobi,2020-07-11,213,5
Nairobi,2020-07-12,145,2
Nairobi,2020-07-13,294,4
Nairobi,2020-07-14,250,2
Nairobi,2020-07-15,244,4
Nairobi,2020-07-16,271,2
Nairobi,2020-07-17,535,5
Nairobi,2020-07-18,439,8
Nairobi,2020-07-19,289,6
Nairobi,2020-07-20,239,1
Nairobi,2020-07-21,350,9
Nairobi,2020-07-22,525,7
Nairobi,2020-07-23,379,2
Nairobi,2020-07-24,244,5
Nairobi,2020-07-25,465,3
Nairobi,2020-07-26,325,3
Nairobi,2020-07-27,452,6
Nairobi,2020-07-28,323,4
Nairobi,2020-07-29,471,4
Nairobi,2020-07-30,455,1
Nairobi,2020-07-31,446,2
Nairobi,2020-08-01,561,7
Nairobi,2020-08-02,413,4
Nairobi,2020-08-03,373,4
Nairobi,2020-08-04,372,2
Nairobi,2020-08-05,279,4
Nairobi,2020-08-06,392,2
Nairobi,2020-08-07,0,0
Nairobi,2020-08-08,319,3
Nairobi,2020-08-09,356,7
Nairobi,2020-08-10,235,1
Nairobi,2020-08-11,355,8
Nairobi,2020-08-12,358,9
Nairobi,2020-08-13,372,3
Nairobi,2020-08-14,253,3
Nairobi,2020-08-15,0,0
Nairobi,2020-08-16,151,3
Nairobi,2020-08-17,99,1
Nairobi,2020-08-18,0,0
Nairobi,2020-08-19,131,2
Nairobi,2020-08-20,117,12
Nairobi,2020-08-21,121,3
Nairobi,2020-08-22,84,7
Nairobi,2020-08-23,79,1
Nairobi,2020-08-24,0,0
Nairobi,2020-08-25,103,4
Nairobi,2020-08-26,116,1
Nairobi,2020-08-27,0,0
Nairobi,2020-08-28,57,1
Nairobi,2020-08-29,0,0
Nairobi,2020-08-30,0,0
Nairobi,2020-08-31,18,2
Nairobi,2020-09-01,0,0
Nairobi,2020-09-02,98,2
Nairobi,2020-09-03,0,0
Nairobi,2020-09-04,36,1
Gauteng,2020-03-05,0,0
Gauteng,2020-03-06,0,0
Gauteng,2020-03-07,1,0
Gauteng,2020-03-08,0,0
Gauteng,2020-03-09,0,0
Gauteng,2020-03-10,0,0
Gauteng,2020-03-11,4,0
Gauteng,2020-03-12,1,0
Gauteng,2020-03-13,4,0
Gauteng,2020-03-14,7,0
Gauteng,2020-03-15,7,0
Gauteng,2020-03-16,7,0
Gauteng,2020-03-17,14,0
Gauteng,2020-03-18,16,0
Gauteng,2020-03-19,15,0
Gauteng,2020-03-20,33,0
Gauteng,2020-03-21,16,0
Gauteng,2020-03-22,7,0
Gauteng,2020-03-23,75,0
Gauteng,2020-03-24,95,0
Gauteng,2020-03-25,64,0
Gauteng,2020-03-26,43,0
Gauteng,2020-03-27,0,0
Gauteng,2020-03-28,124,0
Gauteng,2020-03-29,51,0
Gauteng,2020-03-30,34,0
Gauteng,2020-03-31,15,1
Gauteng,2020-04-01,12,0
Gauteng,2020-04-02,18,0
Gauteng,2020-04-03,9,0
Gauteng,2020-04-04,21,0
Gauteng,2020-04-05,11,0
Gauteng,2020-04-06,9,0
Gauteng,2020-04-07,0,0
Gauteng,2020-04-08,69,2
Gauteng,2020-04-09,13,0
Gauteng,2020-04-10,6,0
Gauteng,2020-04-11,12,0
Gauteng,2020-04-12,52,0
Gauteng,2020-04-13,25,1
Gauteng,2020-04-14,19,0
Gauteng,2020-04-15,21,1
Gauteng,2020-04-16,39,1
Gauteng,2020-04-17,49,0
Gauteng,2020-04-18,83,0
Gauteng,2020-04-19,47,0
Gauteng,2020-04-20,22,1
Gauteng,2020-04-21,29,0
Gauteng,2020-04-22,25,0
Gauteng,2020-04-23,28,1
Gauteng,2020-04-24,29,0
Gauteng,2020-04-25,23,0
Gauteng,2020-04-26,27,0
Gauteng,2020-04-27,22,0
Gauteng,2020-04-28,24,0
Gauteng,2020-04-29,31,3
Gauteng,2020-04-30,38,0
Gauteng,2020-05-01,61,0
Gauteng,2020-05-02,91,1
Gauteng,2020-05-03,26,2
Gauteng,2020-05-04,37,0
Gauteng,2020-05-05,36,1
Gauteng,2020-05-06,23,0
Gauteng,2020-05-07,84,0
Gauteng,2020-05-08,47,3
Gauteng,2020-05-09,59,0
Gauteng,2020-05-10,42,4
Gauteng,2020-05-11,19,0
Gauteng,2020-05-12,43,0
Gauteng,2020-05-13,60,2
Gauteng,2020-05-14,61,0
Gauteng,2020-05-15,75,0
Gauteng,2020-05-16,52,1
Gauteng,2020-05-17,67,0
Gauteng,2020-05-18,14,1
Gauteng,2020-05-19,18,1
Gauteng,2020-05-20,39,0
Gauteng,2020-05-21,53,0
Gauteng,2020-05-22,68,2
Gauteng,2020-05-23,112,0
Gauteng,2020-05-24,140,0
Gauteng,2020-05-25,220,1
Gauteng,2020-05-26,50,1
Gauteng,2020-05-27,124,0
Gauteng,2020-05-28,162,0
Gauteng,2020-05-29,254,0
Gauteng,2020-05-30,190,0
Gauteng,2020-05-31,230,2
Gauteng,2020-06-01,228,0
Gauteng,2020-06-02,45,0
Gauteng,2020-06-03,291,0
Gauteng,2020-06-04,278,0
Gauteng,2020-06-05,370,7
Gauteng,2020-06-06,411,7
Gauteng,2020-06-07,320,0
Gauteng,2020-06-08,312,0
Gauteng,2020-06-09,288,10
Gauteng,2020-06-10,649,0
Gauteng,2020-06-11,758,0
Gauteng,2020-06-12,828,0
Gauteng,2020-06-13,1116,24
Gauteng,2020-06-14,1267,0
Gauteng,2020-06-15,1029,6
Gauteng,2020-06-16,830,0
Gauteng,2020-06-17,1597,0
Gauteng,2020-06-18,1278,0
Gauteng,2020-06-19,1363,27
Gauteng,2020-06-20,1717,0
Gauteng,2020-06-21,1844,8
Gauteng,2020-06-22,1519,0
Gauteng,2020-06-23,1700,0
Gauteng,2020-06-24,2115,25
Gauteng,2020-06-25,2590,2
Gauteng,2020-06-26,2598,0
Gauteng,2020-06-27,2941,17
Gauteng,2020-06-28,2610,8
Gauteng,2020-06-29,2946,6
Gauteng,2020-06-30,3040,36
Gauteng,2020-07-01,3063,28
Gauteng,2020-07-02,3993,38
Gauteng,2020-07-03,4394,0
Gauteng,2020-07-04,5042,0
Gauteng,2020-07-05,4031,71
Gauteng,2020-07-06,3487,50
Gauteng,2020-07-07,4597,75
Gauteng,2020-07-08,3527,0
Gauteng,2020-07-09,6531,37
Gauteng,2020-07-10,5487,39
Gauteng,2020-07-11,6011,26
Gauteng,2020-07-12,5387,64
Gauteng,2020-07-13,5282,0
Gauteng,2020-07-14,3357,82
Gauteng,2020-07-15,5644,41
Gauteng,2020-07-16,5181,86
Gauteng,2020-07-17,5513,64
Gauteng,2020-07-18,5196,39
Gauteng,2020-07-19,5013,30
Gauteng,2020-07-20,3262,13
Gauteng,2020-07-21,2556,43
Gauteng,2020-07-22,5147,114
Gauteng,2020-07-23,4272,31
Gauteng,2020-07-24,4166,139
Gauteng,2020-07-25,3801,209
Gauteng,2020-07-26,3333,29
Gauteng,2020-07-27,2165,61
Gauteng,2020-07-28,2265,55
Gauteng,2020-07-29,3785,156
Gauteng,2020-07-30,3205,96
Gauteng,2020-07-31,3698,103
Gauteng,2020-08-01,2847,40
Gauteng,2020-08-02,2413,40
Gauteng,2020-08-03,1414,37
Gauteng,2020-08-04,1144,116
Gauteng,2020-08-05,2192,45
Gauteng,2020-08-06,2349,75
Gauteng,2020-08-07,1528,136
Gauteng,2020-08-08,1840,23
Gauteng,2020-08-09,1768,32
Gauteng,2020-08-10,794,39
Gauteng,2020-08-11,532,35
Gauteng,2020-08-12,592,108
Gauteng,2020-08-13,1135,30
Gauteng,2020-08-14,1711,76
Gauteng,2020-08-15,1140,21
Gauteng,2020-08-16,964,27
Gauteng,2020-08-17,602,14
Gauteng,2020-08-18,712,89
Gauteng,2020-08-19,1062,43
Gauteng,2020-08-20,944,83
Gauteng,2020-08-21,877,46
Gauteng,2020-08-22,1414,37
Gauteng,2020-08-23,772,41
Gauteng,2020-08-24,507,12
Gauteng,2020-08-25,367,54
Gauteng,2020-08-26,718,61
Gauteng,2020-08-27,546,33
Gauteng,2020-08-28,423,47
Gauteng,2020-08-29,544,81
Gauteng,2020-08-30,525,16
Gauteng,2020-08-31,521,20
Gauteng,2020-09-01,349,39
Gauteng,2020-09-02,639,49
Gauteng,2020-09-03,521,50
Gauteng,2020-09-04,508,43
Gauteng,2020-09-05,378,16
Gauteng,2020-09-06,334,24
Sindh,2020-04-29,,
Sindh,2020-04-30,358,12
Sindh,2020-05-01,622,6
Sindh,2020-05-02,427,4
Sindh,2020-05-03,363,8
Sindh,2020-05-04,417,7
Sindh,2020-05-05,307,11
Sindh,2020-05-06,451,9
Sindh,2020-05-07,453,14
Sindh,2020-05-08,598,4
Sindh,2020-05-09,1080,5
Sindh,2020-05-10,709,9
Sindh,2020-05-11,537,11
Sindh,2020-05-12,593,18
Sindh,2020-05-13,731,16
Sindh,2020-05-14,758,9
Sindh,2020-05-15,817,12
Sindh,2020-05-16,674,13
Sindh,2020-05-17,787,9
Sindh,2020-05-18,864,3
Sindh,2020-05-19,706,19
Sindh,2020-05-20,1017,17
Sindh,2020-05-21,960,20
Sindh,2020-05-22,959,4
Sindh,2020-05-23,762,14
Sindh,2020-05-24,846,13
Sindh,2020-05-25,443,2
Sindh,2020-05-26,573,5
Sindh,2020-05-27,699,6
Sindh,2020-05-28,1103,16
Sindh,2020-05-29,804,31
Sindh,2020-05-30,1247,38
Sindh,2020-05-31,885,16
Sindh,2020-06-01,1402,22
Sindh,2020-06-02,1439,23
Sindh,2020-06-03,783,29
Sindh,2020-06-04,1667,20
Sindh,2020-06-05,1353,40
Sindh,2020-06-06,1475,19
Sindh,2020-06-07,1744,16
Sindh,2020-06-08,1447,29
Sindh,2020-06-09,1748,17
Sindh,2020-06-10,2487,42
Sindh,2020-06-11,3038,38
Sindh,2020-06-12,2428,17
Sindh,2020-06-13,2262,23
Sindh,2020-06-14,2287,15
Sindh,2020-06-15,1776,22
Sindh,2020-06-16,2287,33
Sindh,2020-06-17,2115,30
Sindh,2020-06-18,2286,48
Sindh,2020-06-19,2894,49
Sindh,2020-06-20,2190,35
Sindh,2020-06-21,2275,41
Sindh,2020-06-22,1464,14
Sindh,2020-06-23,1564,21
Sindh,2020-06-24,1414,37
Sindh,2020-06-25,1098,17
Sindh,2020-06-26,1150,27
Sindh,2020-06-27,1949,38
Sindh,2020-06-28,2179,45
Sindh,2020-06-29,1539,55
Sindh,2020-06-30,2655,34
Sindh,2020-07-01,2155,29
Sindh,2020-07-02,2430,31
Sindh,2020-07-03,1496,22
Sindh,2020-07-04,1585,42
Sindh,2020-07-05,2222,25
Sindh,2020-07-06,1708,46
Sindh,2020-07-07,1390,42
Sindh,2020-07-08,1736,23
Sindh,2020-07-09,1538,40
Sindh,2020-07-10,1468,36
Sindh,2020-07-11,1452,34
Sindh,2020-07-12,1713,48
Sindh,2020-07-13,1089,31
Sindh,2020-07-14,1151,37
Sindh,2020-07-15,1140,25
Sindh,2020-07-16,1155,34
Sindh,2020-07-17,1170,30
Sindh,2020-07-18,880,22
Sindh,2020-07-19,889,19
Sindh,2020-07-20,546,26
Sindh,2020-07-21,551,22
Sindh,2020-07-22,1109,19
Sindh,2020-07-23,670,36
Sindh,2020-07-24,917,14
Sindh,2020-07-25,798,25
Sindh,2020-07-26,713,16
Sindh,2020-07-27,513,11
Sindh,2020-07-28,574,10
Sindh,2020-07-29,654,17
Sindh,2020-07-30,498,20
Sindh,2020-07-31,489,11
Sindh,2020-08-01,270,3
Sindh,2020-08-02,177,1
Sindh,2020-08-03,219,2
Sindh,2020-08-04,311,5
Sindh,2020-08-05,357,14
Sindh,2020-08-06,386,5
Sindh,2020-08-07,487,9
Sindh,2020-08-08,300,3
Sindh,2020-08-09,303,10
Sindh,2020-08-10,278,10
Sindh,2020-08-11,429,8
Sindh,2020-08-12,373,7
Sindh,2020-08-13,360,10
Sindh,2020-08-14,343,6
Sindh,2020-08-15,272,4
Sindh,2020-08-16,278,5
Sindh,2020-08-17,243,9
Sindh,2020-08-18,318,5
Sindh,2020-08-19,317,7
Sindh,2020-08-20,321,7
Sindh,2020-08-21,310,7
Sindh,2020-08-22,274,1
Sindh,2020-08-23,319,9
Sindh,2020-08-24,172,6
Sindh,2020-08-25,220,11
Sindh,2020-08-26,201,4
Sindh,2020-08-27,204,6
Sindh,2020-08-28,98,1
Sindh,2020-08-29,89,3
Sindh,2020-08-30,80,3
Sindh,2020-08-31,121,2
Sindh,2020-09-01,146,6
Sindh,2020-09-02,212,6
Sindh,2020-09-03,214,5
Sindh,2020-09-04,212,2
Sindh,2020-09-05,230,0
Sindh,2020-09-06,188,1
